Player,Elo,Games,Wins,Loss,%,Attended,Tournaments
fgc|dunhill,1533,10,6,4,60,2,Nine States;Ultra Hyakkishu Cup
stekoh,1532,7,5,2,71,1,FV Cup
valiant,1532,8,5,3,62,1,SCR
coin up|ludovic,1532,11,4,7,36,4,Final Round;Texas Showdown;EVO;Defend the North
mister keebler,1532,10,6,4,60,2,CEO;SCR
stvg crespo,1532,6,4,2,66,1,CEO
dj_malady,1532,7,5,2,71,1,Texas Showdown
qanba douyu|cuishao,1532,10,6,4,60,2,CPTA Shanghai;Ze Fighting Game Champion
rde|akraat,1532,13,8,5,61,2,Hypespotting;VS Fighting
tgl giefkid,1532,7,5,2,71,1,Combo Breaker
眉山拳王,1532,4,3,1,75,1,Ze Fighting Game Champion
manny,1532,3,1,2,33,1,Milan Games Week
akg shinji,1531,6,4,2,66,1,SCR
ab ab,1531,7,4,3,57,1,CPTA Shanghai
brian_f,1531,6,4,2,66,1,CEO
たんげ tange,1531,6,4,2,66,1,Nine States
lorddvd,1531,2,0,2,0,1,Cannes Winter Clash
sd|ilija,1531,6,4,2,66,1,SCR
yomi kush,1530,4,3,1,75,1,TFC
redpanda knuckledust,1530,8,5,3,62,1,TFC
iplay demulant,1530,6,4,2,66,1,Red Fight District
gtr,1530,4,1,3,25,1,Dreamhack Winter
rodney,1530,6,4,2,66,1,CPTA Last Chance Qualifier
brolylegs,1530,9,5,4,55,2,Texas Showdown;EVO
eric m,1530,6,4,2,66,1,CEO
bagelobo,1530,6,4,2,66,1,CEO
근성frs,1530,4,3,1,75,1,CPTA KR
宗慶/k,1530,6,4,2,66,1,Taiwan
chan sau cheong terry,1529,6,4,2,66,1,HK
twiggy,1529,6,2,4,33,2,Tokyo Game Show;Ultra Hyakkishu Cup
rh|f4rhann,1529,6,4,2,66,1,VS Fighting
battousai,1529,6,4,2,66,1,FV Cup
lcx wh1sper,1529,6,4,2,66,1,CPTA Shanghai
damdai,1529,8,3,5,37,4,Final Round;EVO;TFC;Defend the North
ed|vsf|jinty,1529,10,6,4,60,2,Hypespotting;VS Fighting
nekromantik187,1529,7,4,3,57,2,EVO;SCR
hitbox rose,1529,6,4,2,66,1,Taiwan
kay zhong kay(fs),1529,6,4,2,66,1,HK
cxr|@dk_brawler,1529,6,4,2,66,1,Northwest Majors
peejay,1528,6,4,2,66,1,NorCal Regionals
qanba douyu|bei bei,1528,6,4,2,66,1,CPTA Shanghai
flaquito,1528,6,4,2,66,1,SCR
刘斌 sandro,1528,6,4,2,66,1,CPTA Shanghai
bfl|zaus,1528,10,6,4,60,2,Hypespotting;VS Fighting
ce jabdrunk,1528,8,5,3,62,1,NorCal Regionals
corn sethlolol,1528,6,4,2,66,1,Combo Breaker
りゅうきち,1528,6,4,2,66,1,Nine States
kizzie kay,1528,10,6,4,60,2,NorCal Regionals;Northwest Majors
rockdan,1528,6,4,2,66,1,Combo Breaker
goldman,1528,6,4,2,66,1,First Attack
bsc nevillebamshew,1528,8,5,3,62,1,Hypespotting
krhs tan-tan,1527,6,4,2,66,1,CEO
haizek,1527,7,4,3,57,1,First Attack
lee g.y.r.o,1527,6,4,2,66,1,HK
豪鬼王/tomy huang,1527,6,4,2,66,1,Taiwan
shbl tim,1527,6,4,2,66,1,NorCal Regionals
solrac naej,1527,6,4,2,66,1,First Attack
winchester,1527,6,4,2,66,1,Texas Showdown
ma lung fan,1527,8,5,3,62,1,SCR
hadoukenmd,1527,12,7,5,58,2,CEO;TFC
pokchop,1527,11,6,5,54,3,Final Round;CEO;TFC
のえ,1527,10,6,4,60,1,Nine States
cla75,1527,6,4,2,66,1,Milan Games Week
frostynuggs,1527,4,3,1,75,1,Hypespotting
smbg|tangent,1527,10,6,4,60,2,NorCal Regionals;SCR
silg@shaun,1527,6,4,2,66,1,FV Cup
buttermilk chris,1527,6,4,2,66,1,CEO
xtr sd|alexis,1527,6,4,2,66,1,NorCal Regionals
sp anbu kpb teiga,1526,6,4,2,66,1,CEO
shotty,1526,6,4,2,66,1,TFC
可樂ヤン,1526,6,4,2,66,1,Taiwan
royalphlush,1526,6,4,2,66,1,Combo Breaker
bab ura bitchassbitch,1526,6,4,2,66,1,Combo Breaker
rize|ind|alaughinggoblin,1526,10,6,4,60,2,Hypespotting;VS Fighting
iusedoom,1526,6,4,2,66,1,CEO
bcw_bushinstyle,1526,6,4,2,66,1,SCR
dayosha,1526,6,4,2,66,1,CEO
od|chairman,1526,7,4,3,57,1,Texas Showdown
rize|ind|kwiddo,1526,7,4,3,57,1,Dreamhack Winter
miamix-alex,1526,6,4,2,66,1,CEO
o|< (stickman),1526,6,4,2,66,1,VS Fighting
kineda,1526,6,4,2,66,1,NorCal Regionals
a-team pag ne glitch,1525,9,5,4,55,2,CEO;Summer Jam
rbl|ronaldihno,1525,6,4,2,66,1,First Attack
stvg|flocker,1525,11,6,5,54,3,CEO;TFC;Defend the North
rig elchakotay,1525,5,3,2,60,1,Summer Jam
doomsday507,1525,8,5,3,62,2,CEO;True Challengers Costa Rica
何琪 heqi0129,1525,6,4,2,66,1,CPTA Shanghai
steeeeve,1525,6,4,2,66,1,NorCal Regionals
deadmoo5,1525,6,4,2,66,1,Northwest Majors
meu,1525,10,6,4,60,3,KSB 2015;Tokyo Game Show;Ultra Hyakkishu Cup
dkt,1525,10,6,4,60,2,NorCal Regionals;SCR
ninja shackz,1525,5,3,2,60,1,Cannes Winter Clash
triiifector,1525,6,4,2,66,1,CEO
spriggan,1525,6,4,2,66,1,Combo Breaker
dr thomas,1525,6,4,2,66,1,Milan Games Week
qanba douyu|红中大大,1525,6,4,2,66,1,CPTA Shanghai
quiquikof rank 11,1525,6,4,2,66,1,CPTA Shanghai
トモ,1525,6,4,2,66,1,Nine States
nacer,1525,15,9,6,60,3,NorCal Regionals;Northwest Majors;SCR
梁伟知 todayceo,1524,10,6,4,60,2,CPTA Shanghai;HK
prk crank,1524,6,4,2,66,1,First Attack
madjestik,1524,2,0,2,0,1,Cannes Winter Clash
big5ive,1524,6,4,2,66,1,CEO
sfo|benners,1524,10,6,4,60,2,Hypespotting;VS Fighting
mikey r,1524,6,4,2,66,1,NorCal Regionals
mjb,1524,6,4,2,66,1,Combo Breaker
muscle steel sex appeal,1524,6,4,2,66,1,Northwest Majors
bab zachary unitedstates,1524,6,4,2,66,1,Combo Breaker
sfo|brylarke,1524,14,8,6,57,3,Hypespotting;VS Fighting;Milan Games Week
ctrl|unknown,1524,10,6,4,60,2,CEO;TFC
corn ace king,1524,6,4,2,66,1,Combo Breaker
starwin,1524,7,4,3,57,1,Texas Showdown
pent,1524,2,2,0,100,1,Texas Showdown
yomi da knut,1524,6,4,2,66,1,CEO
matsuri,1523,9,3,6,33,3,KSB 2015;Tokyo Game Show;Ultra Hyakkishu Cup
corn bootlegwinner,1523,10,6,4,60,2,Combo Breaker;CEO
viscant,1523,14,8,6,57,3,Combo Breaker;CEO;SCR
brillz,1523,9,5,4,55,1,Dreamhack Summer
ip hoi wang xft_whip,1523,6,4,2,66,1,HK
daniel thia,1523,6,4,2,66,1,CPTA Last Chance Qualifier
wanderlust g33k,1523,6,4,2,66,1,Combo Breaker
prk famous,1523,7,4,3,57,1,First Attack
ikari panda,1523,6,4,2,66,1,Combo Breaker
joe shyne,1523,6,4,2,66,1,CEO
kwyjibo,1523,10,6,4,60,2,NorCal Regionals;CEO
kas_shadow,1523,6,4,2,66,1,Combo Breaker
squall,1523,6,4,2,66,1,Combo Breaker
t3p valiant,1522,6,4,2,66,1,NorCal Regionals
bigbates,1522,6,4,2,66,1,CEO
akimoto akimo,1522,6,4,2,66,1,HK
ohgrr,1522,6,4,2,66,1,Combo Breaker
sfo|zxmx,1522,6,4,2,66,1,VS Fighting
ace unlimited,1522,14,8,6,57,3,Final Round;CEO;TFC
pills,1522,6,4,2,66,1,Combo Breaker
blazing,1522,9,5,4,55,2,CEO;First Attack
shin87,1522,5,3,2,60,1,Milan Games Week
dickson,1522,11,6,5,54,2,Northwest Majors;CEO
zoro,1522,6,4,2,66,1,Taiwan
bab munn3y,1522,6,4,2,66,1,Combo Breaker
alexarandom,1522,5,3,2,60,1,Milan Games Week
pts kool-aid,1522,6,4,2,66,1,Texas Showdown
chiaki,1522,8,5,3,62,1,Nine States
wfga higgs bison,1522,6,4,2,66,1,Combo Breaker
josue,1522,6,4,2,66,1,Texas Showdown
viennahotdog,1522,6,4,2,66,1,SCR
yomi|stan,1522,6,4,2,66,1,CEO
iplay4food,1522,6,4,2,66,1,SCR
阿德,1522,6,4,2,66,1,Taiwan
陳政宏 bemechen,1522,6,4,2,66,1,CPTA Shanghai
jason,1522,6,4,2,66,1,VS Fighting
afi,1522,7,4,3,57,1,Dreamhack Winter
tss|marsh d teach,1522,8,5,3,62,1,Texas Showdown
pun pun,1522,10,6,4,60,2,Hypespotting;VS Fighting
xero,1522,6,4,2,66,1,TFC
和泉康太,1522,6,4,2,66,1,Nine States
@speedbrkr,1521,6,4,2,66,1,Combo Breaker
hypersurge,1521,6,4,2,66,1,Texas Showdown
saulabis,1521,5,3,2,60,1,CPTA KR
frank lotion,1521,6,4,2,66,1,CEO
kiyotea,1521,3,2,1,66,1,EVO
kimlegend,1521,5,3,2,60,1,CPTA KR
kbb mad titan,1521,6,4,2,66,1,CEO
ts min,1521,5,3,2,60,1,CEO
botb|jester,1521,5,3,2,60,1,SCR
illoopail,1521,6,4,2,66,1,Texas Showdown
gol|krucial b,1521,7,4,3,57,1,Texas Showdown
gs|gllty,1521,13,7,6,53,4,Final Round;Northwest Majors;Combo Breaker;CEO
neopunisher,1521,5,3,2,60,1,Milan Games Week
anbu exking,1521,6,4,2,66,1,CEO
hunted chimera,1521,7,4,3,57,1,Texas Showdown
hebrew hammer,1521,6,4,2,66,1,Texas Showdown
lu|alex valle,1520,19,10,9,52,4,Texas Showdown;EVO;TFC;Canada Cup
roman,1520,5,3,2,60,1,SCR
sa justice,1520,6,4,2,66,1,First Attack
arrow,1520,9,5,4,55,2,NorCal Regionals;SCR
wtq8|elcaptain,1520,5,3,2,60,1,KO Fighting Game Festival
ojisan,1520,5,3,2,60,1,Ultra Hyakkishu Cup
天下人,1520,5,3,2,60,1,Ze Fighting Game Champion
srm|the white beast,1520,10,6,4,60,2,Combo Breaker;CEO
y,1520,2,0,2,0,1,Ultra Hyakkishu Cup
keijin,1520,2,0,2,0,1,Ultra Hyakkishu Cup
ryder,1520,5,3,2,60,1,CEO
krash!,1520,5,3,2,60,1,NorCal Regionals
jvdsc txk|mrh,1519,6,4,2,66,1,Texas Showdown
司超 群顿,1519,5,3,2,60,1,CPTA Shanghai
nyanshi,1519,5,3,2,60,1,Ultra Hyakkishu Cup
嘟嘟,1519,5,3,2,60,1,Ze Fighting Game Champion
tkd,1519,5,3,2,60,1,Taiwan
swirlyglasses,1519,6,4,2,66,1,Texas Showdown
keftaroz,1519,5,3,2,60,1,Red Fight District
海龙,1519,5,3,2,60,1,Ze Fighting Game Champion
rv_raihan,1519,5,3,2,60,1,FV Cup
yagami,1519,13,7,6,53,2,Dreamhack Summer;Dreamhack Winter
ag|luckyd,1519,3,0,3,0,2,EVO;Summer Jam
ho wai kit cs/u2,1519,5,3,2,60,1,HK
rize|ind|zain,1519,9,5,4,55,2,Hypespotting;EGX
jarbo,1518,5,3,2,60,1,First Attack
chinoooo,1518,7,4,3,57,1,Dreamhack Winter
daniel ta87,1518,5,3,2,60,1,Milan Games Week
大分人,1518,9,5,4,55,2,Nine States;KSB 2015
futile,1518,5,3,2,60,1,SCR
the mechanic,1518,5,3,2,60,1,CEO
班禅,1518,5,3,2,60,1,Ze Fighting Game Champion
bunsen burner,1518,5,3,2,60,1,Northwest Majors
et,1518,5,3,2,60,1,Taiwan
hunter,1518,7,4,3,57,1,KO Fighting Game Festival
vws|j miller,1518,13,7,6,53,3,Hypespotting;VS Fighting;EGX
scott k wai kit,1518,5,3,2,60,1,FV Cup
cheungyik memory,1518,5,3,2,60,1,HK
wtq8|boxer4ever,1518,5,3,2,60,1,KO Fighting Game Festival
蔡楚锋 528000,1518,5,3,2,60,1,HK
splendidnull,1518,5,3,2,60,1,Milan Games Week
相楽じあじい souraku jiaji,1517,5,3,2,60,1,Nine States
axlshingo,1517,5,3,2,60,1,SCR
op|flcl,1517,5,3,2,60,1,Dreamhack Winter
mookmonster,1517,5,3,2,60,1,NorCal Regionals
j campos,1517,5,3,2,60,1,CEO
duncan,1517,9,5,4,55,2,Northwest Majors;Texas Showdown
solidxpanda,1517,7,4,3,57,1,Texas Showdown
fuzzy,1517,9,5,4,55,2,VS Fighting;EGX
ao omega tom hanks,1517,5,3,2,60,1,CEO
ifd tuboware,1517,5,3,2,60,1,Combo Breaker
ikari no k bison,1517,5,3,2,60,1,Ultra Hyakkishu Cup
nuki,1517,1,1,0,100,1,EVO
pag lionheart,1517,5,3,2,60,1,CEO
silg@duncan,1517,5,3,2,60,1,FV Cup
clangers,1517,9,5,4,55,2,Hypespotting;VS Fighting
zakotou,1516,5,3,2,60,1,Northwest Majors
wtq8|yoni,1516,5,3,2,60,1,KO Fighting Game Festival
tamashiro,1516,5,3,2,60,1,SCR
stephen,1516,5,3,2,60,1,CEO
ymb9|sho,1516,7,4,3,57,1,Hypespotting
taboc1,1516,5,3,2,60,1,CEO
anubis,1516,3,2,1,66,1,Saigon Cup
mel,1516,5,3,2,60,1,SCR
cartoon hero,1516,5,3,2,60,1,SCR
ghos7dini,1516,5,3,2,60,1,SCR
#jarbo,1516,5,3,2,60,1,CEO
gedub|ce|gdb|jabdrunk,1516,9,5,4,55,2,Northwest Majors;SCR
be|kane blueriver,1516,17,9,8,52,4,Northwest Majors;Texas Showdown;Combo Breaker;CEO
kubo kazuo harideshi,1516,5,3,2,60,1,HK
minos,1516,5,3,2,60,1,Taiwan
ettelman,1516,15,6,9,40,3,Dreamhack Summer;Red Fight District;Dreamhack Winter
flako,1516,5,3,2,60,1,CEO
realistic,1516,5,3,2,60,1,CEO
kaleo,1516,5,3,2,60,1,Northwest Majors
ares016,1516,5,3,2,60,1,Taiwan
bravery,1516,5,3,2,60,1,CPTA Last Chance Qualifier
al|servo,1516,5,3,2,60,1,Combo Breaker
vgp|nashfan,1516,5,3,2,60,1,Texas Showdown
okkun,1516,6,3,3,50,2,EVO;Ultra Hyakkishu Cup
schowda,1516,9,5,4,55,2,NorCal Regionals;Northwest Majors
nerdjosh,1516,7,4,3,57,1,TFC
armageddon,1515,5,3,2,60,1,KO Fighting Game Festival
rst richard galloway,1515,5,3,2,60,1,Hypespotting
fno|bobbyblunts,1515,4,2,2,50,1,Defend the North
li joe,1515,1,1,0,100,1,EVO
boss don dekutree,1515,5,3,2,60,1,Hypespotting
atom,1515,5,3,2,60,1,Taiwan
bronxpuertorock,1515,5,3,2,60,1,CEO
唐医生,1515,5,3,2,60,1,Ze Fighting Game Champion
ymb9|pappacrimson,1515,7,4,3,57,1,Hypespotting
3nigmat1c,1515,5,3,2,60,1,Texas Showdown
sww|thebirdlives,1515,5,3,2,60,1,VS Fighting
saman,1515,5,3,2,60,1,Abuget Cup
toby lin,1515,5,3,2,60,1,Taiwan
godzilla,1515,5,3,2,60,1,First Attack
peanutryu,1515,5,3,2,60,1,FV Cup
boochi,1515,5,3,2,60,1,KO Fighting Game Festival
flash metroid,1515,7,4,3,57,2,Final Round;CEO
combo kash,1515,5,3,2,60,1,SCR
陈佳锋 幻镜/magic mirror,1515,5,3,2,60,1,CPTA Shanghai
wong hin chung saisak,1515,5,3,2,60,1,HK
ganguro,1515,5,3,2,60,1,CPTA Last Chance Qualifier
dcb|afterdeath,1515,14,7,7,50,3,CEO;TFC;Defend the North
uvg|noel brown,1515,5,3,2,60,1,First Attack
ちゃー,1515,10,6,4,60,1,Nine States
leung philip yu fat philip leung,1515,5,3,2,60,1,HK
黄之均 mustarday2,1515,5,3,2,60,1,CPTA Shanghai
jojo,1515,10,5,5,50,2,CPTA Shanghai;Dreamhack Winter
will,1515,5,3,2,60,1,First Attack
i body him,1515,5,3,2,60,1,KO Fighting Game Festival
/r/streetfighter chaos goose,1514,5,3,2,60,1,CEO
tom,1514,5,3,2,60,1,Ze Fighting Game Champion
wtq8|mrkingvega,1514,5,3,2,60,1,KO Fighting Game Festival
何浩华 gz.roadman,1514,5,3,2,60,1,HK
sfo|the pro fka pro ho,1514,5,3,2,60,1,VS Fighting
lamerboi,1514,5,3,2,60,1,NorCal Regionals
drenxan,1514,5,3,2,60,1,CEO
majinshinken musa,1514,5,3,2,60,1,KO Fighting Game Festival
mflo,1514,5,3,2,60,1,CPTA Last Chance Qualifier
五股淫棍王,1514,5,3,2,60,1,Taiwan
wong ho ching river,1514,5,3,2,60,1,HK
vaca89,1514,5,3,2,60,1,Milan Games Week
dimmer,1514,5,3,2,60,1,Milan Games Week
loyalsol,1514,5,3,2,60,1,Texas Showdown
dirty paws,1514,5,3,2,60,1,NorCal Regionals
r/sf|v.s. cjbqulix,1514,5,3,2,60,1,SCR
hnh kizzie kay,1514,5,3,2,60,1,SCR
kang 康,1514,5,3,2,60,1,CPTA Shanghai
udlr painbot,1514,5,3,2,60,1,CEO
semboosa,1514,5,3,2,60,1,KO Fighting Game Festival
歐妹/omega,1514,5,3,2,60,1,Taiwan
cb master splinter,1514,5,3,2,60,1,Combo Breaker
el smith,1514,5,3,2,60,1,NorCal Regionals
louzy,1514,5,3,2,60,1,CEO
wtq8|aziz,1514,5,3,2,60,1,KO Fighting Game Festival
コーヒー乳牛 coffee gyuunyuu,1514,5,3,2,60,1,Nine States
iansanity,1514,1,1,0,100,1,EVO
wa private joker,1514,5,3,2,60,1,CEO
mrannual,1514,5,3,2,60,1,CEO
dangief,1513,7,4,3,57,1,Hypespotting
noelbhungry,1513,5,3,2,60,1,TFC
hargi,1513,5,3,2,60,1,NorCal Regionals
そらネコ,1513,3,2,1,66,1,Nine States
chrisdat,1513,7,4,3,57,1,Texas Showdown
mintcheerios,1513,5,3,2,60,1,CPTA KR
shinto~,1513,5,3,2,60,1,Ultra Hyakkishu Cup
sir reginald bigglesworth,1513,5,3,2,60,1,CEO
lom|warteacher,1513,9,5,4,55,2,VS Fighting;EGX
asc.sd alexis pinto,1513,5,3,2,60,1,SCR
baotrung3108,1513,5,3,2,60,1,Saigon Cup
ian,1513,1,1,0,100,1,Canada Cup
ed|lavell up,1513,13,7,6,53,3,Hypespotting;VS Fighting;EGX
kai,1513,5,3,2,60,2,EVO;Ultra Hyakkishu Cup
ruben,1513,5,3,2,60,1,Milan Games Week
[62-bit] finelikewine49,1513,5,3,2,60,1,Northwest Majors
twitch.tv/tuboware,1513,5,3,2,60,1,CEO
k/d_heyzeus775,1513,5,3,2,60,1,NorCal Regionals
weirdoneo,1513,5,3,2,60,1,CPTA KR
wtq8|meshal,1513,5,3,2,60,1,KO Fighting Game Festival
wolf street,1513,9,5,4,55,2,NorCal Regionals;SCR
dawgtanian,1513,9,5,4,55,2,Hypespotting;Ultra Hyakkishu Cup
sfo|whoshabzthisis,1513,5,3,2,60,1,VS Fighting
javits,1513,6,3,3,50,1,First Attack
yomi|shin phoenix,1513,8,4,4,50,2,CEO;TFC
myndgamez,1512,1,1,0,100,1,CEO
wa|dm salpacino,1512,5,3,2,60,1,NorCal Regionals
luken,1512,1,1,0,100,1,Final Round
the best in west palm beach,1512,5,3,2,60,1,CEO
東 xft_tung,1512,5,3,2,60,1,HK
da|johnny fraudeulent,1512,5,3,2,60,1,Texas Showdown
raychun,1512,5,3,2,60,1,Texas Showdown
manualcrowcaine,1512,5,3,2,60,1,CEO
小康,1512,1,1,0,100,1,Taiwan
surruso,1512,5,3,2,60,1,SCR
moey,1512,1,1,0,100,1,Texas Showdown
507 doomsday,1512,1,1,0,100,1,True Challengers Costa Rica
小靠,1512,5,3,2,60,1,Taiwan
sherm,1512,5,3,2,60,1,CEO
pieguy,1512,5,3,2,60,1,NorCal Regionals
tekkablade,1512,5,3,2,60,1,KO Fighting Game Festival
f2g|matos,1512,1,1,0,100,1,EVO
duffman,1512,5,3,2,60,1,CEO
idgaf nytmare_raven,1512,5,3,2,60,1,Texas Showdown
han fengshui,1512,4,2,2,50,1,CPTA Shanghai
roccblaze,1512,5,3,2,60,1,SCR
张尧 haveshit,1512,5,3,2,60,1,CPTA Shanghai
cwalker special,1512,5,3,2,60,1,SCR
sherryjenix,1512,26,14,12,53,6,NorCal Regionals;Texas Showdown;Combo Breaker;CEO;TFC;SCR
thereflexwonder,1512,5,3,2,60,1,CEO
llama,1512,5,3,2,60,1,Texas Showdown
dinlee,1512,5,3,2,60,1,SCR
chg joeystorm,1512,5,3,2,60,1,Northwest Majors
ryoji masaki chanson,1512,5,3,2,60,1,HK
wongtoutou,1512,5,3,2,60,1,CPTA Last Chance Qualifier
vs|bigfool,1511,10,5,5,50,2,Hypespotting;EVO
finalsweek,1511,5,3,2,60,1,Texas Showdown
sda fiercekyo,1511,5,3,2,60,1,CEO
hcliam,1511,5,3,2,60,1,VS Fighting
fabio zeta,1511,5,3,2,60,1,Milan Games Week
phdinspd,1511,5,3,2,60,1,NorCal Regionals
nyc yuusha,1511,5,3,2,60,1,CEO
deku deku tree,1511,8,4,4,50,2,EGX;Red Fight District
yomi glass sword,1511,5,3,2,60,1,Combo Breaker
dm john b,1511,5,3,2,60,1,NorCal Regionals
callisto,1511,5,3,2,60,1,Combo Breaker
ua|brandon chun,1511,5,3,2,60,1,Texas Showdown
bsc|shek,1511,13,7,6,53,3,Hypespotting;VS Fighting;EGX
bars rida,1511,5,3,2,60,1,CEO
gankula,1511,5,3,2,60,1,CEO
xaiah,1511,5,3,2,60,1,TFC
noob_player,1511,5,3,2,60,1,KO Fighting Game Festival
vs|the janitor,1511,5,3,2,60,1,VS Fighting
周怿 angle,1511,5,3,2,60,1,HK
assan chop,1511,5,3,2,60,1,Texas Showdown
iron bullet,1511,5,3,2,60,1,Hypespotting
cprbeastlybubble,1511,5,3,2,60,1,SCR
ig|zonvolt,1511,5,3,2,60,1,First Attack
hogosha,1511,5,3,2,60,1,Combo Breaker
ee eseif,1510,5,3,2,60,1,Combo Breaker
ba b_5,1510,5,3,2,60,1,Milan Games Week
goldteamrules,1510,5,3,2,60,1,CEO
trevonte,1510,5,3,2,60,1,NorCal Regionals
tong ka wing kawing,1510,5,3,2,60,1,HK
ce|cd|kumo,1510,8,4,4,50,2,NorCal Regionals;SCR
rr|mr gork,1510,5,3,2,60,1,First Attack
シロマティ,1510,4,2,2,50,1,KSB 2015
smbg|bakedmotatoes,1510,5,3,2,60,1,NorCal Regionals
the lyl3,1510,5,3,2,60,1,Milan Games Week
yabukistyle,1510,5,3,2,60,1,Northwest Majors
cities,1510,5,3,2,60,1,Combo Breaker
shazy,1510,5,3,2,60,1,Hypespotting
superfabiano,1510,5,3,2,60,1,Milan Games Week
korea player,1510,5,3,2,60,1,Nine States
hf|hainix,1510,9,5,4,55,2,NorCal Regionals;Northwest Majors
the time dictator,1510,9,5,4,55,2,CEO;SCR
suktuck,1510,5,3,2,60,1,FV Cup
christopher lo greenboxer,1510,5,3,2,60,1,HK
raich,1510,5,3,2,60,1,Texas Showdown
kingquaka,1510,5,3,2,60,1,Hypespotting
倪康 duang,1510,5,3,2,60,1,CPTA Shanghai
bab yee kwang soo,1510,5,3,2,60,1,Combo Breaker
太虎,1510,5,3,2,60,1,Ze Fighting Game Champion
lilsicx,1510,5,3,2,60,1,NorCal Regionals
diddy sinatra,1510,5,3,2,60,1,Combo Breaker
joeycl,1510,5,3,2,60,1,Northwest Majors
dbc,1510,5,3,2,60,1,TFC
luis,1510,5,3,2,60,1,Combo Breaker
izzy,1510,5,3,2,60,1,Combo Breaker
bsc|ultrasquaddy,1510,9,5,4,55,2,Hypespotting;EGX
catchtheselegs,1510,5,3,2,60,1,Combo Breaker
王辉 dexter hui,1510,5,3,2,60,1,CPTA Shanghai
tgz|wt kami,1510,5,3,2,60,1,SCR
engravings,1510,5,3,2,60,1,TFC
cs icedarkness,1510,5,3,2,60,1,CEO
cn,1510,5,3,2,60,1,Taiwan
ajay,1510,8,4,4,50,2,Hypespotting;EGX
t.j. bison,1510,5,3,2,60,1,Combo Breaker
つけめん,1510,5,3,2,60,1,Nine States
azteczar,1510,5,3,2,60,1,Combo Breaker
falcomist,1510,5,3,2,60,1,NorCal Regionals
exfinitus,1510,5,3,2,60,1,CEO
the street writer,1510,7,4,3,57,1,Hypespotting
micronukex,1510,5,3,2,60,1,CEO
burnside the gr8,1510,5,3,2,60,1,CEO
q,1510,5,3,2,60,1,Combo Breaker
gibran,1510,5,3,2,60,1,First Attack
noornabelsi,1510,5,3,2,60,1,KO Fighting Game Festival
黄祥 been gor,1510,5,3,2,60,1,HK
bsida,1510,5,3,2,60,1,Texas Showdown
rde|sleight,1510,5,3,2,60,1,Hypespotting
rikkafresh,1510,5,3,2,60,1,TFC
龜仙人,1510,5,3,2,60,1,Taiwan
chenzhou,1510,5,3,2,60,1,CPTA Shanghai
mazinkaiser,1510,5,3,2,60,1,Milan Games Week
online scrub|kaos,1510,5,3,2,60,1,Texas Showdown
ほるもん,1510,5,3,2,60,1,Nine States
adzi,1510,5,3,2,60,1,VS Fighting
kruzee,1510,5,3,2,60,1,CEO
sww|baconjacob,1510,5,3,2,60,1,VS Fighting
udlr highbeast,1510,5,3,2,60,1,CEO
qed,1510,5,3,2,60,1,NorCal Regionals
郑凯 znk,1510,5,3,2,60,1,CPTA Shanghai
sephro8h89,1509,5,3,2,60,1,Milan Games Week
clev,1509,5,3,2,60,1,VS Fighting
haber,1509,5,3,2,60,1,CEO
salty kid,1509,6,3,3,50,1,Dreamhack Winter
sonydafa,1509,5,3,2,60,1,CPTA Shanghai
bifu|spabrog,1509,4,2,2,50,1,Defend the North
mikey g,1509,5,3,2,60,1,CEO
gameguys naughty munkey,1509,5,3,2,60,1,Texas Showdown
shaun,1509,6,3,3,50,1,Saigon Cup
pepeding,1509,4,2,2,50,1,Ze Fighting Game Champion
sft|guiller br,1509,4,2,2,50,1,CPT Brazil
sasa,1509,10,5,5,50,2,Taiwan;Ultra Hyakkishu Cup
better metal dingo,1509,5,3,2,60,1,CEO
bigvic340,1509,5,3,2,60,1,CEO
renegad,1509,4,2,2,50,1,Cannes Winter Clash
totallydrew,1509,5,3,2,60,1,CEO
abyss gouken respek,1509,5,3,2,60,1,CEO
mba|dread,1509,9,5,4,55,2,Hypespotting;VS Fighting
rm|t-boykin,1509,5,3,2,60,1,Texas Showdown
tuan mario,1509,6,3,3,50,1,Saigon Cup
ben-nu,1509,5,3,2,60,1,Taiwan
m. crash,1509,5,3,2,60,1,First Attack
谢文斌 dudu,1508,8,4,4,50,2,CPTA Shanghai;HK
mmg|abswing,1508,8,4,4,50,2,Hypespotting;VS Fighting
ed|aixy,1508,5,3,2,60,1,VS Fighting
kaworu,1508,5,3,2,60,1,VS Fighting
giezoe,1508,5,3,2,60,1,Taiwan
butterbeefbison,1508,13,6,7,46,3,Cannes Winter Clash;Hypespotting;Red Fight District
bobbis,1508,6,3,3,50,1,Dreamhack Winter
dcb dark child,1508,4,2,2,50,1,Summer Jam
niine90,1508,4,2,2,50,1,Red Fight District
koichi,1508,4,2,2,50,1,Ultra Hyakkishu Cup
bcw|c3g|blaqskillz,1508,9,5,4,55,3,NorCal Regionals;EVO;SCR
gunner85,1508,5,3,2,60,1,KO Fighting Game Festival
ind.king funk,1507,9,4,5,44,1,Dreamhack Summer
rize|ind|thunderbear,1507,4,2,2,50,1,Call of Ragnarok
fuhajin,1507,6,1,5,16,2,Cannes Winter Clash;Red Fight District
pahn,1507,4,2,2,50,1,Milan Games Week
smbf walkerfam,1507,4,2,2,50,1,EGX
big mara ramiz,1507,4,2,2,50,1,Red Fight District
shadowchild,1507,4,2,2,50,1,First Attack
